"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1166","Verify invalid login does not redirect","firefox","2026-03-30","passed","2026-03-30","Login Page Tests","login.spec.js","",""
"","2121","checking Browse bike functionality","firefox","2026-03-30","passed","2026-03-30","","dashboard.spec.js","",""
"","2999","TC13 - Click proceed button","webkit","2026-03-30","passed","2026-03-30","Cart Tests","cart.spec.js","",""
"","2384","Verify multiple DOM elements exist","webkit","2026-03-30","passed","2026-03-30","","dashboard.spec.js","",""
"","1146","Verify password field is masked on Login page","webkit","2026-03-30","passed","2026-03-30","Login Page Tests","login.spec.js","",""
"","2168","checking for myorders functional block","chromium","2026-03-30","passed","2026-03-30","","dashboard.spec.js","",""
"","2075","Verify login for user amith@gmail.com","webkit","2026-03-30","passed","2026-03-30","Login Page Tests","login.spec.js","",""
"","1710","Missing Uppercase","firefox","2026-03-30","passed","2026-03-30","","registration.spec.js","",""
"","1467","Verify First Name Placeholder","chromium","2026-03-30","passed","2026-03-30","","registration.spec.js","",""
"","3112","API booking history retrieval after login","webkit","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","2167","Back to Sign In navigation","firefox","2026-03-30","passed","2026-03-30","","registration.spec.js","",""
"","1462","Verify Button Enabled when form valid","chromium","2026-03-30","passed","2026-03-30","","registration.spec.js","",""
"","2145","TC03 - Open course details page","firefox","2026-03-30","passed","2026-03-30","Cart Tests","cart.spec.js","",""
"","8415","TC16 - Payment page UI text","webkit","2026-03-30","passed","2026-03-30","Student Payment / Cart Tests","payment.spec.js","",""
"","2062","Validate heading","webkit","2026-03-30","passed","2026-03-30","","registration.spec.js","",""
"","1978","Verify direct URL navigation works","webkit","2026-03-30","passed","2026-03-30","","dashboard.spec.js","",""
"","1706","Verify clicking ""Browse more"" navigates to Courses page","chromium","2026-03-30","passed","2026-03-30","Student Portal Tests","studentportal.spec.js","",""
"","1346","checking logout button functionality","chromium","2026-03-30","passed","2026-03-30","","dashboard.spec.js","",""
"","2042","TC03 - Verify all fields visible","chromium","2026-03-30","passed","2026-03-30","Student Payment / Cart Tests","payment.spec.js","",""
"","1356","Verify error messages on empty login submission","chromium","2026-03-30","passed","2026-03-30","Login Page Tests","login.spec.js","",""
"","2817","API payment processing with invalid card details shows error","webkit","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","8416","Verify selecting Business from dropdown","webkit","2026-03-30","passed","2026-03-30","Courses Page Tests","course.spec.js","",""
"","44","API booking creation without authentication shows error","webkit","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","1471","Apply Now navigation","chromium","2026-03-30","passed","2026-03-30","","registration.spec.js","",""
"","5673","TC19 - Validate required fields error","webkit","2026-03-30","passed","2026-03-30","Student Payment / Cart Tests","payment.spec.js","",""
"","1901","Verify selecting Business from dropdown","firefox","2026-03-30","passed","2026-03-30","Courses Page Tests","course.spec.js","",""
"","1452","Missing Uppercase","chromium","2026-03-30","passed","2026-03-30","","registration.spec.js","",""
"","1842","Verify Welcome back message is displayed on dashboard","firefox","2026-03-30","passed","2026-03-30","Student Portal Tests","studentportal.spec.js","",""
"","1736","Verify selecting Arts from dropdown","chromium","2026-03-30","passed","2026-03-30","Courses Page Tests","course.spec.js","",""
"","1987","Verify logout from orders page","firefox","2026-03-30","passed","2026-03-30","","dashboard.spec.js","",""
"","1943","TC17 - Verify total amount text","chromium","2026-03-30","passed","2026-03-30","Student Payment / Cart Tests","payment.spec.js","",""
"","704","TC05 - Verify Explore Courses link navigation","firefox","2026-03-30","passed","2026-03-30","Course Details Page Tests","coursedetails.spec.js","",""
"","1537","Verify Courses page heading","chromium","2026-03-30","passed","2026-03-30","Courses Page Tests","course.spec.js","",""
"","33","API booking creation without authentication shows error","firefox","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","2879","Verify navigation after submit","webkit","2026-03-30","passed","2026-03-30","","registration.spec.js","",""
"","864","Verify navigation back to dashboard","chromium","2026-03-30","passed","2026-03-30","","dashboard.spec.js","",""
"","1993","TC01 - Navigate to payment page","chromium","2026-03-30","passed","2026-03-30","Student Payment / Cart Tests","payment.spec.js","",""
"","1891","TC04 - Add to Cart button visible","firefox","2026-03-30","passed","2026-03-30","Cart Tests","cart.spec.js","",""
"","1974","Verify selecting Business shows ""Business Administration""","chromium","2026-03-30","passed","2026-03-30","Courses Page Tests","course.spec.js","",""
"","1325","Verify login for user abhinav@gmail.com","chromium","2026-03-30","passed","2026-03-30","Login Page Tests","login.spec.js","",""
"","2148","TC01 - Navigate to payment page","firefox","2026-03-30","passed","2026-03-30","Student Payment / Cart Tests","payment.spec.js","",""
"","2054","TC07 - Remove button visible","chromium","2026-03-30","passed","2026-03-30","Cart Tests","cart.spec.js","",""
"","622","has title","firefox","2026-03-30","passed","2026-03-30","","example.spec.js","",""
"","1077","Verify login for user anjay@gmail.com","firefox","2026-03-30","passed","2026-03-30","Login Page Tests","login.spec.js","",""
"","3321","Verify Recent Payments section is visible and clickable","webkit","2026-03-30","passed","2026-03-30","Student Portal Tests","studentportal.spec.js","",""
"","895","TC01 - Verify course title is displayed","firefox","2026-03-30","passed","2026-03-30","Course Details Page Tests","coursedetails.spec.js","",""
"","727","Verify password field is masked on Login page","firefox","2026-03-30","passed","2026-03-30","Login Page Tests","login.spec.js","",""
"","1183","API booking history retrieval after login","chromium","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","939","Verify no console errors (basic)","chromium","2026-03-30","passed","2026-03-30","","dashboard.spec.js","",""
"","2666","Verify logout from orders page","webkit","2026-03-30","passed","2026-03-30","","dashboard.spec.js","",""
"","1725","checking My Orders button functionality","firefox","2026-03-30","passed","2026-03-30","","dashboard.spec.js","",""
"","36","API booking creation without authentication shows error","chromium","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","2059","Verify no crash on load","webkit","2026-03-30","passed","2026-03-30","","dashboard.spec.js","",""
"","936","Verify placeholder text on Login page","webkit","2026-03-30","passed","2026-03-30","Login Page Tests","login.spec.js","",""
"","719","TC06 - Verify navigation from Sign In to Welcome Back page","firefox","2026-03-30","passed","2026-03-30","Course Details Page Tests","coursedetails.spec.js","",""
"","2062","checking for the functionality of second View all which navigates orders page","firefox","2026-03-30","passed","2026-03-30","","dashboard.spec.js","",""
"","2328","checking for myorders functional block","firefox","2026-03-30","passed","2026-03-30","","dashboard.spec.js","",""
"","1070","Verify login button is visible","webkit","2026-03-30","passed","2026-03-30","Login Page Tests","login.spec.js","",""
"","1955","Missing Lowercase","webkit","2026-03-30","passed","2026-03-30","","registration.spec.js","",""
"","1706","TC06 - Cart page opens","chromium","2026-03-30","passed","2026-03-30","Cart Tests","cart.spec.js","",""
"","1372","Verify logout from orders page","chromium","2026-03-30","passed","2026-03-30","","dashboard.spec.js","",""
"","2311","Verify Lumina logo","webkit","2026-03-30","passed","2026-03-30","","registration.spec.js","",""
"","1202","Verify no console errors (basic)","firefox","2026-03-30","passed","2026-03-30","","dashboard.spec.js","",""
"","1809","Missing Lowercase","firefox","2026-03-30","passed","2026-03-30","","registration.spec.js","",""
"","13124","TC01 - Navigate to Courses page","webkit","2026-03-30","passed","2026-03-30","Cart Tests","cart.spec.js","",""
"","2467","Verify user stays logged in","webkit","2026-03-30","passed","2026-03-30","","dashboard.spec.js","",""
"","1172","checking for the logo visibility","firefox","2026-03-30","passed","2026-03-30","","dashboard.spec.js","",""
"","1345","API payment processing with invalid card details shows error","firefox","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","1131","Apply Now navigation","firefox","2026-03-30","passed","2026-03-30","","registration.spec.js","",""
"","2663","API payment processing with invalid booking ID shows error","webkit","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","1082","API booking creation with invalid data shows error","chromium","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","1354","checking Browse bike functionality","chromium","2026-03-30","passed","2026-03-30","","dashboard.spec.js","",""
"","5058","TC02 - View Details button visible","chromium","2026-03-30","passed","2026-03-30","Cart Tests","cart.spec.js","",""
"","1454","API payment processing with invalid booking ID shows error","firefox","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","2536","TC02 - Verify Secure Checkout heading","firefox","2026-03-30","passed","2026-03-30","Student Payment / Cart Tests","payment.spec.js","",""
"","1966","TC18 - Validate card number length error","firefox","2026-03-30","passed","2026-03-30","Student Payment / Cart Tests","payment.spec.js","",""
"","473","TC05 - Verify Explore Courses link navigation","chromium","2026-03-30","passed","2026-03-30","Course Details Page Tests","coursedetails.spec.js","",""
"","2663","Verify user navigates to Dashboard after valid login","webkit","2026-03-30","passed","2026-03-30","Student Portal Tests","studentportal.spec.js","",""
"","2255","checking for the logo visibility","webkit","2026-03-30","passed","2026-03-30","","dashboard.spec.js","",""
"","2015","TC06 - Click Pay without data (validation)","chromium","2026-03-30","passed","2026-03-30","Student Payment / Cart Tests","payment.spec.js","",""
